quarter,eps,revenue,pat_margin,ebitda,ebitda_margin,pat,company,ret_1m,ret_3m,vol_30d,vol_60d,abnormal_volume
2017Q2,2.8,3598.12,4.86,326.05,9.06,174.77,AVENUE,0.09387364809774934,0.2974134111992639,0.013936275096233007,0.025773898406088586,0.7117240939553922
2017Q3,3.06,3506.92,5.45,339.14,9.67,191.04,AVENUE,0.03717051406884342,0.3230891712352555,0.02668070033587359,0.022271130076238564,2.3778187631428116
2017Q4,4.03,4093.89,6.15,435.4,10.64,251.77,AVENUE,0.04957569573730547,0.13161552836879342,0.012112392846717945,0.01975097349014653,0.8166689023845075
2018Q1,2.68,3809.96,4.39,309.38,8.12,167.1,AVENUE,0.0260223814489422,0.15184977673068079,0.02112206725282342,0.01981073700734398,0.7864052298211744
2018Q2,4.02,4559.42,5.5,436.93,9.58,250.61,AVENUE,-0.055179212322520876,0.09437852425964133,0.024817372667789037,0.020871346244479914,0.2814706191519943
2018Q3,3.62,4872.52,4.63,403.5,8.28,225.74,AVENUE,-0.12339477285009604,-0.03893290797117044,0.013357411267737264,0.013375249203513212,0.8895949651332423
2018Q4,4.12,5450.94,4.72,461.97,8.48,257.11,AVENUE,0.1172032902367941,0.13080656615913444,0.020739944381241313,0.028673984106371925,1.2606897819092049
2019Q1,3.25,5033.37,4.03,391.19,7.77,202.89,AVENUE,-0.015675625480321087,-0.05296329348746609,0.012813531296669924,0.02041065619212554,0.6310476985542443
2019Q2,5.37,5780.53,5.8,607.88,10.52,335.31,AVENUE,0.06950764866838255,-0.0498232253878379,0.021842461786025703,0.020067714642355197,0.9465983838450962
2019Q3,5.34,5949.01,5.61,524.26,8.81,333.45,AVENUE,0.1978368100803527,0.33803164952886333,0.02705798543674116,0.024224018908520394,0.967066282259065
